,category,text,wiki_ids,wiki_names
142,science,"МОСКВА, 28 апр — РИА Новости. Ученые Сеченовского университета с помощью искусственного интеллекта будут прогнозировать развитие сердечно-сосудистых заболеваний по снимку глазного дна, сообщили РИА Новости в пресс-службе университета.Новая технология прогноза будет доступна медицинским экспертам в течение пяти — семи лет, уточнили в пресс-службе.Глазное дно — практически единственное место в организме, позволяющее врачам оценить состояние сосудов малого калибра. Использование искусственного интеллекта и программ машинного обучения для анализа отклонений от нормы на снимках глазного дна сможет дать максимально точный прогноз развития сердечно-сосудистых заболеваний, пояснили в университете.""Анализ глазного дна относится к одному из легкодоступных методов диагностики, а разработанная нами платформа уже натренировала алгоритм прогнозирования с точностью около 99 процентов. Сейчас мы продолжаем тестирования, чтобы выйти на еще более высокий уровень точности прогнозирования. Разработанная программа по мере завершения научной части исследований перейдет в фазу клинического тестирования в рамках университета"", — сказал директор Института персонализированной кардиологии, профессор кафедры кардиологии, функциональной и ультразвуковой диагностики Сеченовского университета Филипп Копылов, которого цитирует пресс-служба.",['Q171091'],['Филип Дик']
143,science,"МОСКВА, 27 апр - РИА Новости. Технология ViNR, с помощью которой можно использовать видеозвонки с высоким разрешением без сторонних приложений, была разработана на базе совместной программы Национальной технологической инициативы (НТИ) и ""Сколтеха"", рассказали РИА Новости в Центре компетенций платформы НТИ ""Технологии беспроводной связи и интернета вещей"".ViNR (Video over New Radio) – это технология, работающая только в автономных сетях пятого поколения связи (5G). Ранее, осенью 2021 года, ""Сколтех"" запустил свою автономную частную сеть 5G, которая работает полностью на отечественном ПО. Сейчас 5G-зона ""Сколтеха"" поддерживает технологию HD Voice (голос высокой четкости), до этого на базе сети успешно протестировали сервис VoNR (Voice over New Radio).""Обычные пользователи ценят 5G за сверхбыстрый доступ в интернет, высокое качество обычных голосовых вызовов и не требующие сторонних приложений видеозвонки ""в один клик"", - приводятся в релизе слова руководителя Центра компетенций НТИ Дмитрия Лаконцева.В НТИ заключили, что ""разработанное ""Сколтехом"" 5G-решение может быть использовано предприятиями для создания собственной инфраструктуры связи"".",['Q4162912'],['Дмитрий Юрьевич Красный']
144,science,"МОСКВА, 26 апр — РИА Новости. Мемориал и музейный комплекс, посвященные подвигу русских войск в Судбищенской битве, откроются в Орловской области в 2026 году, рассказал РИА Новости губернатор Андрей Клычков.На месте битвы, в селе Судбищи, будет создан мемориал, включающий визит-центр, мультимедийные инсталляции и экотропы. Главным местом экспонирования находок станет музейно-образовательный комплекс в городе Орел.Реализация проекта по увековечиванию памяти о Судбищенской битве была начата по поручению председателя Правительства РФ Михаила Мишустина и министра культуры России Ольги Любимовой в 2021 году.В апреле 2022 года резонансному открытию орловских дайверов и археологов исполнился год. Уже в течение первого этапа исследований ученые пришли к выводу, что обнаруженный памятник имеет уникальную сохранность и насыщенность артефактами.","['Q3350421', 'Q4298520', 'Q502185']","['Голодец Ольга Юрьевна', 'Михаил Владимирович Мишустин', 'Андрей Юрьевич Воробьёв']"
145,science,"МОСКВА, 23 апр — РИА Новости. Российский грузовой корабль ""Прогресс МС-18"" провел внеплановую коррекцию орбиты Международной космической станции и увел ее от возможного столкновения с космическим мусором, сообщили в ""Роскосмосе"".""Космический мусор"" позади, российский ""Прогресс"" увел МКС от столкновения с ним"", — говорится в записи в Telegram-канале госкорпорации.Двигательная установка корабля включилась в 16:25 мск. Работа двигателей придала станции импульс один метр в секунду, за счет чего высота полета станции увеличилась на 1,8 километра. После проведения корректирующего маневра минимальная высота станции составляет 413,91 километра, максимальная — 437,54 километра.Корабли, входящие в российский сегмент МКС, обеспечивают коррекцию орбиты станции в среднем 11 раз в год. На сегодня с 1998 года осуществлены 318 коррекций орбиты МКС, 169 из них с помощью двигателей грузовых кораблей ""Прогресс"" и 39 — служебного модуля ""Звезда"".После прекращения полетов американских шаттлов и европейских грузовых кораблей ATV российские двигатели стали единственным штатным средством поддержания высоты орбиты станции.",[],[]
146,science,"МОСКВА, 23 апр - РИА Новости. Российский грузовой корабль ""Прогресс МС-18"" уведет Международную космическую станцию (МКС) от столкновения с космическим мусором в субботу, сообщили в субботу в ""Роскосмосе"".""Роскосмос обеспечит уклонение МКС от космического мусора. Двигатели корабля ""Прогресс МС-18"" будут включены в 16.25 мск и придадут станции импульс 1 м/с, что позволит увеличить её высоту на 1,8 км. После проведения манёвра минимальная высота станции составит 413,91 км, максимальная — 437,54"", - говорится в сообщении госкорпорации в Telegram.Отмечается, что российский сегмент МКС обеспечивает выполнение коррекций орбиты станции, в среднем они проводятся 11 раз в год. Коррекции нужны в том числе для уклонения МКС от космического мусора.""После прекращения полётов американских шаттлов и европейских кораблей ATV российские двигатели стали единственным штатным средством поддержания высоты орбиты станции"", - напомнили в ""Роскосмосе"".Российскими двигателями также обеспечивается поддержание ориентации МКС в пространстве и разгрузка гиродинов американского сегмента.",[],[]
147,science,"ЖЕНЕВА, 22 апр — РИА Новости. Европейская организация ядерных исследований (ЦЕРН) в пятницу возобновила работу Большого адронного коллайдера (БАК).В 13:16 мск в кольце БАК начали циркулировать два пучка протонов на энергии 450 миллиардов гигаэлектронвольт. По информации организации, постепенно энергия будет увеличиваться до 13,6 тераэлектронвольта.Большой адронный коллайдер (Large Hadron Collider, LHC) — ускоритель, предназначенный для разгона элементарных частиц, в частности протонов. БАК находится на территории Франции и Швейцарии и принадлежит ЦЕРН. Десятого сентября 2008 года был произведен официальный запуск коллайдера.",[],[]
148,science,"МОСКВА, 19 апр — РИА Новости. Исследователи СибГМУ изучили влияние сахарного диабета на когнитивные функции мозга с помощью МРТ. По их словам, методика показала свою эффективность и уже сегодня может внедряться в клиническую практику. Результаты исследования опубликованы в журнале Neuroscience and Behavioral Physiology.Ученые Сибирского государственного медицинского университета (СибГМУ) применили для своих исследований ""трактографию"" — неинвазивный метод исследования нервных путей в головном мозге с помощью магнитно-резонансной томографии (МРТ). По их мнению, этот метод поможет медикам получать наглядную картину состояния различных областей мозга пациентов и своевременно отслеживать происходящие в них изменения.Исследователи установили, что с помощью трактографии можно эффективно наблюдать изменения, которые происходят у больных сахарным диабетом разных типов при прогрессировании заболевания, и этот метод уже сегодня доступен для внедрения в широкую медицинскую практику.Ученые отмечают, что аналогов предложенному методу в настоящее время нет: прижизненно оценить тонкую архитектуру мозга другими методами невозможно. При этом диагностика с помощью трактографии не требует больших затрат, для ее проведения требуется только аппарат МРТ.Авторы исследования разработали нейросетевую модель прогнозирования когнитивных нарушений при сахарном диабете, которая сейчас проходит апробацию. Дальнейшее внедрение разработки в общеклиническую практику, по мнению авторов, открывает перспективы объективной диагностики когнитивных нарушений не только при сахарном диабете, но и при других метаболических заболеваниях.",[],[]
149,science,"МОСКВА, 18 апр — РИА Новости. В России растет спрос на гаджеты для системы умного дома. Среди них пульты, розетки и лампочки. Об этом сообщает группа ""М.Видео–Эльдорадо"".По итогам первого квартала 2022-го продажи устройств умного дома выросли в 1,5 раза по сравнению с аналогичным периодом годом ранее. Чаще всего приобретались пульты, розетки, лампочки, IP-камеры и различные датчики.Самые популярные бренды – Яндекс, Xiaomi и Aqara. Большая часть продаж среди ""умных"" колонок пришлась на устройства с Алисой от Яндекса. В число самых продаваемых моделей вошли: ""Станция Мини (с часами)"", ""Станция Лайт"" и ""Станция Макс"".В ""М.Видео–Эльдорадо"" считают, что популярности устройств для умного дома способствовала как пандемия, когда россияне стали больше ресурсов уделять организации домашнего пространства, так и развитие рынка колонок с голосовым управлением.",[],[]
150,culture,"МОСКВА, 26 мая — РИА Новости. Английский музыкант-клавишник, один из основателей группы Depeche Mode Энди Флетчер умер в возрасте 60 лет, говорится в сообщении официального аккаунта группы в Instagram*.""Мы шокированы и преисполнены грусти из-за смерти нашего дорогого друга и товарища по группе Энди Флетчера. ""Флетч"" был человеком с золотым сердцем, который всегда готов поддержать в нужный момент"", — написали музыканты.Эндрю Джон Леонард Флетчер родился в Великобритании (графство Ноттингемшир) 8 июля 1961 года. В конце 1970-х годов вместе со школьным товарищем организовал группу No Romance in China, в который играл на бас-гитаре. После знакомства Флетчера с Мартином Гором группа преобразовалась в трио Composition of Sound, а после присоединения Дэвида Гаана – сменила название на Depeche Mode. В 2002 году Энди Флетчер организовал свой музыкальный лейбл Toast Hawaii.* Деятельность Meta (соцсети Facebook и Instagram) запрещена в России как экстремистская.","['Q1051540', 'Q501296', 'Q491583']","['Флетчер Том', 'Энди Флетчер', 'Мартин Гор']"
151,culture,"МОСКВА, 26 мая — РИА Новости. Голливудский актер и продюсер Рэй Лиотта умер в возрасте 67 лет в Доминиканской республике, сообщило американское издание TMZ.Причина смети не уточняется.Рэй Лиотта родился 18 декабря 1954 года в Ньюарке, штат Нью-Джерси, США. В 1978 году дебютировал на телевидении в сериале ""Другой мир"". Наиболее известен по ролям в фильмах ""Славные парни"" (1990), ""Кокаин"" (2001), ""Идентификация"" (2003), ""Револьвер"" (2005), ""Козырные тузы"" (2007), ""Реальные кабаны"" (2007).",['Q211280'],['Рэй Лиотта']
152,culture,"МОСКВА, 26 мая — РИА Новости. В Театре на Бронной 1 и 2 июня показы спектакля Олега Долина ""Женщина-змея"" пройдут под открытым небом, сообщается в официальном Telegram-канале учреждения.В Средние века итальянские артисты давали такие представления на площадях.""Мы переносим декорации во внутренний двор, чтобы поддержать жанр и полностью воссоздать атмосферу уличного театра"", — говорится в публикации.Показы запланированы на 21.00. Живая музыка и герои в традиционных масках и костюмах обеспечат эффект присутствия, отметили в театре.",['Q4164897'],['Долин Олег Владимирович']
153,culture,"МОСКВА, 26 мая — РИА Новости. Уиллем Дефо получил почетную докторскую степень Висконсинского университета в Милуоки, пишет Milwaukee Journal Sentinel.В 1970-ые годы актер там проучился два года на театральном отделении, но так и не окончил вуз. Ему тогда приходилось трудиться на двух работах, чтобы оплатить учебу на театральном отделении университета. В благодарственной речи Дефо отметил, что приехал в Милуоки из маленького города Эпплтон в 17 лет и был им восхищен. ""Это было похоже на иммиграцию... Но меня не обескуражило. Я тогда подумал, что просто новая глава в моей жизни — уехать из родного города и большой семьи и заниматься тем, что мне интересно"", — поделился воспоминаниями артист.Дефо — четырехкратный номинант на премию ""Оскар"". Зрители знают его по ролям в проектах ""Последнее искушение Христа"", ""Отель ""Гранд Будапешт"", ""Проект ""Флорида"", ""Ван Гог. На пороге вечности"", ""Человек-Паук"" и многим другим.  ",[],[]
154,culture,"МОСКВА, 26 мая — РИА Новости. Хабенский высказался о том, что сейчас происходит с российским кино. Мнением он поделился на конкурсе ""Лидеры России"". ""Ситуация, естественно, мягко говоря, для нашего кинематографа не самая лучшая, это нужно понимать. Я сейчас о технической стороне говорю, потому что мы во многом зависим от камер, носителей, приборов, шнуров, кабелей, монтажных программ, которыми пользуемся"", — сказал Хабенский.По его мнению, сейчас необходимо рассказывать истории о людях, а не делать упор на компьютерную графику. Он отметил, что Россия в какой-то момент отказалась от этого формата, пойдя на поводу у европейского и американского кинематографа.""Мы очень быстро бросили то, чем гордились. Мне кажется, что не все потеряно. Мои коллеги, они очень хорошо понимают, в чем наша сила помимо компьютерного монтажа, вклеек. У нас есть сила рассказа о человеке. Это сила нашего русского драматического театра. Не форма, а содержание и смысл. Не массовость, а один на сцене. Смело, мощно, про себя"", — пояснил Хабенский.",['Q558666'],['Константин Юрьевич Хабенский']
155,culture,"БИШКЕК, 26 мая — РИА Новости. Киргизия готова провести церемонию открытия евразийской кинопремии, которую предложил создать председатель Союза кинематографистов России Никита Михалков, сообщает пресс-служба кабмина. Михалков приехал в Бишкек на Евразийский экономический форум. О своей идее он рассказал премьер-министру республики Акылбеку Жапарову.  ""Председатель кабинета министров выразил готовность поддержать данную идею, отметив что Кыргызстан готов провести церемонию открытия кинопремии в следующем году на берегу озера Иссык-Куль"", — заявили в пресс-службе.В первом Евразийском экономическом форуме, проходящем в Бишкеке, принимают участие более двух с половиной тысяч представителей стран ЕАЭС и ряда других государств. На шести панельных дискуссиях они намерены определить перспективные направления развития союза в разных сферах.","['Q55207', 'Q4060344']","['Никита Михалков', 'Акылбек Жапаров']"
156,culture,"ПАРИЖ, 26 мая — РИА Новости. Выступление вернувшейся на западную сцену Анны Нетребко сопровождалось длительными аплодисментами в Парижской филармонии, сообщает AFP.По данным СМИ, публика приветствовала российскую оперную диву продолжительными овациями, а после выступления аплодировала стоя.Певица исполнила произведения Рахманинова, Дебюсси и Чайковского.Представители Объединения украинцев Франции организовали протестный митинг перед зданием, уточняет Le Parisien.Посольство Украины в Париже возмутилось ""лицемерием публики, с готовностью поддержавшей Кремлевскую сопрано"". ""Мы с досадой наблюдали за этим вопиющим диссонансом в общественном мнении Франции, чьи жители активно поддержали Украину"", — заявила дипмиссия на своей странице в Twitter.В начале марта ""Метрополитен-опера"" заявила, что Нетребко не будет участвовать в предстоящих постановках, поскольку артистка не выполнила требование отказаться от публичной поддержки президента России Владимира Путина на фоне событий на Украине. По той же причине с ней разорвала отношения Баварская государственная опера.Второго марта стало известно, что певица решила взять паузу в концертной деятельности.В конце марта Нетребко опубликовала пост, в котором заявила, что не состоит в политических партиях и не поддерживает кого-либо из российских лидеров. Тогда же она рассказала, что собирается вернуться на сцену в конце мая.","['Q7315', 'Q131861', 'Q78516', 'Q4240158', 'Q4700', 'Q7747']","['Пётр Ильич Чайковский', 'Сергей Васильевич Рахманинов', 'Анна Юрьевна Нетребко', 'Кремлевский Александр Магистрианович', 'Клод Дебюсси', 'Владимир Владимирович Путин']"
157,culture,"МОСКВА, 26 мая — РИА Новости. Стало известно, когда стартует продажа билетов на выставку ""Брат Иван. Коллекции Михаила и Ивана Морозовых"", которая открывается в ГМИИ имени Пушкина 28 июня. Об этом сообщила директор музея Марина Лошак.Экспозиция будет полнее, чем аналогичная выставка, проходившая в парижском фонде Louis Vuitton. В частности, в нее войдет недавно отреставрированное полотно ""Красные виноградники в Арле"" Винсента Ван Гога.Будут показаны 73 работы из Эрмитажа, 71 – из Третьяковской галереи и 113 – из ГМИИ. Таким образом, здесь будет представлено более 600 экспонатов, в числе которых около 260 произведений живописи, графики и скульптуры, предметы декоративно-прикладного искусства, книги, фотографии, архивные материалы.Зрители увидят работы Камиля Писсарро, Пьера Огюста Ренуара, Клода Моне, Поля Синьяка, Поля Гогена, Анри Матисса, Пабло Пикассо, Виктора Васнецова, Константина Коровина, Исаака Левитана, Марка Шагала, Бориса Кустодиева, Валентина Серова, Сергея Виноградова.","['Q217128', 'Q2272573', 'Q151573', 'Q437792', 'Q211356', 'Q37693', 'Q134741', 'Q5593', 'Q204138', 'Q5589', 'Q39931', 'Q313275']","['Валентин Серов', 'Сергей Арсеньевич Виноградов', 'Поль Синьяк', 'Константин Алексеевич Коровин', 'Исаак Левитан', 'Поль Гоген', 'Камиль Жакоб Писсарро', 'Пабло Пикассо', 'Виктор Михайлович Васнецов', 'Анри Матисс', 'Пьер Огюст Ренуар', 'Борис Михайлович Кустодиев']"
158,culture,"ЯРОСЛАВЛЬ, 26 мая – РИА Новости. Стало известно, когда представят нового директора Ярославского государственного театра драмы имени Федора Волкова. Об этом рассказала РИА Новости пресс-секретарь театра Екатерина Анкудинова.И отметила, что подбором занимаются художественный руководитель театра Сергей Пускепалис и министерство культуры РФ.Ранее сообщалось, что директора театра имени Волкова Айрата Тухватуллина назначили первым заместителем худрука и директора МХТ имени Чехова. В театре имени Волкова Тухватуллин проработал почти два с половиной года. Собеседница агентства подчеркнула, что он не уволен, будет совмещать обе должности и проработает в Волковском до конца сезона, передавая дела.","['Q112048', 'Q1079060', 'Q272437', 'Q27867848']","['Сергей Пускепалис', 'Туллин Христиан', 'Екатерина Алексеевна Фурцева', 'Фаррахов Айрат Закиевич']"
159,culture,"МОСКВА, 26 мая — РИА Новости. Из программы финальной части международного конкурса скрипачей имени Родолфо Липицера убрали произведения таких русских композиторов, как Дмитрий Шостакович, Сергей Прокофьев, Петр Чайковский, Александр Глазунов. Об этом сообщается на официальном сайте мероприятия.Ранее одна из музыкантов Лидия Кочарян рассказала РИА Новости, что организаторы конкурса исключили трех скрипачек из России. В ответ на это итальянский оркестр FVG Orchestra отказался от участия в нем.","['Q7315', 'Q80135', 'Q49481', 'Q20514052', 'Q1455648', 'Q25872']","['Пётр Ильич Чайковский', 'Дмитрий Шостакович', 'Сергей Сергеевич Прокофьев', 'Владимир Кочарян', 'Родолфо', 'Александр Константинович Глазунов']"
160,culture,"МОСКВА, 26 мая — РИА Новости. Реставратор высшей категории Третьяковской галереи Александра Орловская, участвовавшая в восстановлении шедевра Ильи Репина ""Иван Грозный и сын его Иван 16 ноября 1581 года"", рассказала РИА Новости, отчего полотно считалось ""хронически больным"".""На протяжении всего XX века реставраторы пытались решить глобальную проблему плохой связи грунта и красочного слоя"", — сказала она, отметив, что начиная с 1920-х годов на произведении ""начали происходить изменения состояния сохранности"", все специалисты галереи знали, что ""картина хронически больна"".По словам реставратора, в ходе работ выяснилось, что толщина лакового покрытия во много раз превышала толщину красочного слоя.""Соответственно, эти лаковые наслоения оказывали физическое воздействие на красочный слой и отчасти являлись причиной его отслоения"", — рассказала собеседница агентства.В конце мая 2018 года перед закрытием Третьяковской галереи житель Воронежа Игорь Подпорин прорвался уже в пустой зал с картинами Репина и нанес по застекленному полотну несколько ударов металлической стойкой ограждения. Обвиняемый объяснил свои действия тем, что Иван Грозный, по его мнению, причислен к лику святых, а произведение оскорбляет чувства верующих и является исторически недостоверной.Картину реставрировали в течение четырех лет. ","['Q710920', 'Q937911', 'Q172911', 'Q7996']","['Игорь Ростиславович Шафаревич', 'Александр Осипович Орловский', 'Илья Ефимович Репин', 'Иван IV Грозный']"
161,culture,"МОСКВА, 26 мая — РИА Новости. Еврейский музей и центр толерантности открывает новое библиотечное пространство, сообщает пресс-служба институции. ""В четверг 26 мая, в канун Всероссийского дня библиотек, состоится официальное открытие нового библиотечного пространства в Еврейском музее и центре толерантности"", — говорится в сообщении.Это ""крупнейшее собрание еврейских книжных коллекций, не имеющее аналогов в России"", рассказали в музее. Посетители смогут работать с произведениями библиотеки Шнеерсона, Дома еврейской книги и Исследовательского центра Еврейского музея.Библиотека Шнеерсона – собрание, большая часть книг которого написана на древнееврейском, идише и арамейском языках и посвящена вопросам еврейского религиозного законодательства и практике иудаизма. ""Отдел Российской государственной библиотеки в Еврейском музее и центре толерантности создан в 2013 году специально для хранения этой коллекции и работы с ней. Все книги оцифрованы и доступны читателям, в том числе, в электронном виде в Электронной библиотеке РГБ"", — объяснили в пресс-службе.Собрание Дома еврейской книги не менее крупно и значимо — общее число единиц хранения, включая периодику и издания на иностранных языках, превышает 15 тысяч экземпляров. Библиотека Исследовательского центра насчитывает более пяти с половиной тысяч произведений, в том числе издания на 20 языках мира, среди которых иврит, идиш, русский, английский, французский и немецкий. ""Самые старые книги, хранящиеся в фонде, относятся к первой половине XIX века"", — рассказали в музее.",['Q381397'],['Менахем Мендл Шнеерсон']
162,culture,"МОСКВА, 26 мая — РИА Новости. В ходе восстановления полотна Ильи Репина ""Иван Грозный и сын его Иван 16 ноября 1581 года"" привлекался ряд экспертов, в том числе биологи, рассказала РИА Новости реставратор высшей категории Третьяковской галереи Александра Орловская.По ее словам, участие биологов было необходимо для тестирования реставрационных материалов. Прежде чем принять решение, команда пыталась найти наиболее щадящие и грамотные методики, для чего делались всевозможные пробы. Материалы апробировались в камерах старения, на основе тестов делались выводы.""Камера старения — это искусственное стимулирование старения при помощи достижения резких колебаний температур. Например, (так можно понять, — Прим. ред.) как материалы будут вести себя через 50, 100, 150 лет"", — объяснила эксперт.Она также отметила, что после нападения полотно было в настолько хрупком состоянии, что его старались максимально не тревожить при реставрации.Она рассказала, что в команде изначально понимали: вещь в плане реставрации очень сложная.""Начиная с 1920-х годов на ней начали происходить изменения состояния сохранности. Все специалисты галереи знали, это была такая притча во языцех, что картина хронически больна"", — объяснила собеседница агентства.В конце мая 2018 года перед закрытием Третьяковской галереи житель Воронежа Игорь Подпорин прорвался уже в пустой зал с произведениями Репина и нанес по застекленному полотну несколько ударов металлической стойкой ограждения. Обвиняемый объяснил свои действия тем, что Иван Грозный, по его мнению, причислен к лику святых, а картина оскорбляет чувства верующих и является исторически недостоверной.Реставрационный процесс длился четыре года.","['Q937911', 'Q16667153', 'Q172911', 'Q7996']","['Александр Осипович Орловский', 'Игорь Всеволодович Крестовский', 'Илья Ефимович Репин', 'Иван IV Грозный']"
163,culture,"БИШКЕК, 26 мая — РИА Новости. Председатель Союза кинематографистов России, режиссер Никита Михалков предложил создать евразийскую киноакадемию.По его мнению, происходит мощнейшая атака на евразийскую цивилизацию — единственную защиту нравственности и традиционных ценностей. В то же время искусством сейчас называют то, что им не является, а толерантностью — неспособность защитить свои интересы, пояснил Михалков.Призовой фонд премии новой киноакадемии должен составлять три-пять миллионов долларов, добавил режиссер.В Бишкеке проходит первый Евразийский экономический форум. В нем принимают участие более 2,5 тысячи участников из стран ЕАЭС и других государств.","['Q55207', 'Q6849626']","['Никита Михалков', 'Михаил Владимирович Михалков']"
164,culture,"МОСКВА, 25 мая — РИА Новости. Министр культуры РФ Ольга Любимова подтвердила, что назначение Айрата Тухватуллина первым заместителем худрука и директора МХТ имени Чехова было согласовано с ведомством.""Согласно уставу МХТ имени Чехова художественный руководитель одновременно является директором театра и самостоятельно назначает своих заместителей. Вместе с тем нами согласована кандидатура Айрата Тухватуллина, которого художественный руководитель и директор театра Константин Хабенский принял решение назначить своим первым заместителем"", — говорит министр.По ее словам, Тухватуллин зарекомендовал себя еще во время работы в Государственном академическом театре драмы имени Федора Волкова ""как профессиональный руководитель"". ""Желаю ему успехов на новом посту"", — сказала Любимова.","['Q27867848', 'Q4271504', 'Q558666', 'Q3350421', 'Q1079060']","['Фаррахов Айрат Закиевич', 'Иван Иванович Любимов', 'Константин Юрьевич Хабенский', 'Голодец Ольга Юрьевна', 'Туллин Христиан']"
